year,population,countryLabel,number_of_chosen_sources,a_source_of_those_chosen
2015,11613423,Ohio,1,http://www.wikidata.org/entity/Q15911027
2015,3911338,Oklahoma,1,http://www.wikidata.org/entity/Q15911027
2015,4028977,Oregon,1,http://www.wikidata.org/entity/Q15911027
2015,12802503,Pennsylvania,1,http://www.wikidata.org/entity/Q15911027
2015,1056298,Rhode Island,1,http://www.wikidata.org/entity/Q15911027
2015,4896146,South Carolina,1,http://www.wikidata.org/entity/Q15911027
2015,858469,South Dakota,1,http://www.wikidata.org/entity/Q15911027
2015,6600299,Tennessee,1,http://www.wikidata.org/entity/Q15911027
2015,27469114,Texas,1,http://www.wikidata.org/entity/Q15911027
2015,2995919,Utah,1,http://www.wikidata.org/entity/Q15911027
2015,626042,Vermont,1,http://www.wikidata.org/entity/Q15911027
2015,8382993,Virginia,1,http://www.wikidata.org/entity/Q15911027
2015,7170351,Washington,1,http://www.wikidata.org/entity/Q15911027
2015,1844128,West Virginia,1,http://www.wikidata.org/entity/Q15911027
2015,5771337,Wisconsin,1,http://www.wikidata.org/entity/Q15911027
2015,586107,Wyoming,1,http://www.wikidata.org/entity/Q15911027
2016,39250017,California,1,
2016,8944469,New Jersey,1,
2018,3940521,Oklahoma,1,http://www.wikidata.org/entity/Q39825
